UniProtID,all_members_community,subclass
A0A0P0XTQ5,Community1,CC-NLR
A0A4U6TUJ7,Community1,CC-NLR
A0A5J9V4L4,Community1,CC-NLR
A0A811QH57,Community1,CC-NLR
M0W4I8,Community1,CC-NLR
M5WBS3,Community1,CC-NLR
M8D8M6,Community1,CC-NLR
M9T814,Community1,CC-NLR
Q0IQW0,Community1,CC-NLR
A0A0U2RPT0,Community1,CC-NLR
Q84ZR5,Community1,CC-NLR
V4RKF3,Community1,CC-NLR
V4S6Z5,Community1,CC-NLR
A0A7N2KTH9,Community1,CC-NLR
G7KSN8,Community1,CC-NLR
V5TI28,Community1,CC-NLR
V7AJE4,Community1,CC-NLR
A0A0S3S8Q3,Community1,CC-NLR
I1MIM6,Community1,CC-NLR
V7AJI4,Community1,CC-NLR
A0A0E0AI14,Community1,CC-NLR
A0A0D3FHX9,Community1,CC-NLR
A0A0E0AI13,Community1,CC-NLR
A0A0E0J2X3,Community1,CC-NLR
A0A0E0KD59,Community1,CC-NLR
A0A0E0LJ95,Community1,CC-NLR
A0A7I8IY55,Community1,CC-NLR
A0A0E0AJ62,Community1,CC-NLR
M8CYU4,Community1,CC-NLR
A0A0E0AJ63,Community1,CC-NLR
A0A2K2CKX5,Community1,CC-NLR
A0A3B6GN17,Community1,CC-NLR
A0A0Q3FS65,Community1,CC-NLR
A0A3B6E8M1,Community1,CC-NLR
A0A1D1ZG16,Community1,CC-NLR
A0A061FML2,Community1,CC-NLR
A0A061G0N7,Community1,CC-NLR
A0A6A2ZQB2,Community1,CC-NLR
A0A068TT23,Community1,CC-NLR
A0A0A9DF88,Community1,CC-NLR
A0A0D3F0Q9,Community1,CC-NLR
A0A0Q3LDS4,Community1,CC-NLR
A0A151RFE9,Community1,CC-NLR
A0A7J6FPJ7,Community1,CC-NLR
A0A1U8MCU4,Community1,CC-NLR
A0A2P5YTF8,Community1,CC-NLR
A0A5D2B3G3,Community1,CC-NLR
A0A5D2JA51,Community1,CC-NLR
A0A438BQF0,Community1,CC-NLR
A0A2R6R1F8,Community1,CC-NLR
A0A5D2B6F5,Community1,CC-NLR
A0A4U6TK28,Community1,CC-NLR
Q1KN38,Community1,CC-NLR
A0A565BGD5,Community1,CC-NLR
A0A6D2JIM0,Community1,CC-NLR
Q6RX47,Community1,CC-NLR
A0A1U8MH80,Community1,CC-NLR
A0A2C9VKP9,Community1,CC-NLR
A0A5D2B704,Community1,CC-NLR
A0A5J5U8B7,Community1,CC-NLR
A0A5D2JCM2,Community1,CC-NLR
A0A5J5ABJ8,Community1,CC-NLR
A0A2P5FLE9,Community1,CC-NLR
A0A059B786,Community1,CC-NLR
A0A5D2NYA6,Community1,CC-NLR
A0A2P5AX26,Community1,CC-NLR
A0A835A9R6,Community1,CC-NLR
A0A251NQH5,Community1,CC-NLR
A0A2P6PPD6,Community1,CC-NLR
A0A2R6R1I8,Community1,CC-NLR
A0A3B6DM37,Community1,CC-NLR
A0A3S3NX60,Community1,CC-NLR
A0A0E0F3L3,Community1,CC-NLR
A0A453L2Z6,Community1,CC-NLR
A0A5B6VTR3,Community1,CC-NLR
F2DUE3,Community1,CC-NLR
Q6RX49,Community1,CC-NLR
A0A3B6KIM3,Community1,CC-NLR
A0A0E0IQ75,Community1,CC-NLR
A0A453L354,Community1,CC-NLR
A0A4S4DI84,Community1,CC-NLR
A0A4S4DLV9,Community1,CC-NLR
A0A4S4DP86,Community1,CC-NLR
A0A4S4DYX9,Community1,CC-NLR
A0A5C7I895,Community1,CC-NLR
A0A5D2TCR0,Community1,CC-NLR
A0A0D2UYI1,Community1,CC-NLR
A0A2C9V3X3,Community1,CC-NLR
A0A5D2B3F1,Community1,CC-NLR
A0A5J5PWF8,Community1,CC-NLR
A0A5D2XQP0,Community1,CC-NLR
A0A2P5Y9T8,Community1,CC-NLR
B9SE20,Community1,CC-NLR
A0A7I8KRU2,Community1,CC-NLR
A0A5J5PWM0,Community1,CC-NLR
A0A5D2TEP7,Community1,CC-NLR
A0A7J8N352,Community1,CC-NLR
A0A5D2TCR7,Community1,CC-NLR
A0A5D2TD21,Community1,CC-NLR
A0A068UWP2,Community1,CC-NLR
A0A5S9XK28,Community1,CC-NLR
A0A654FFA1,Community1,CC-NLR
A0A6A3CDQ9,Community1,CC-NLR
A0A6A6MYR1,Community1,CC-NLR
A0A816NNE0,Community1,CC-NLR
A0A1U8MCU8,Community1,CC-NLR
A0A5N5G8Z4,Community1,CC-NLR
A0A6I9UB73,Community1,CC-NLR
A0A6M2EEU5,Community1,CC-NLR
A0A6M2FDY3,Community1,CC-NLR
A0A251UZE3,Community1,CC-NLR
A0A6P3ZH60,Community1,CC-NLR
A0A6P4ASA2,Community1,CC-NLR
A0A6P5TTM9,Community1,CC-NLR
A0A5J5AIY2,Community1,CC-NLR
A0A6P5WNN6,Community1,CC-NLR
A0A7N2LSB3,Community1,CC-NLR
A0A6P5YNG4,Community1,CC-NLR
A0A6P6V764,Community1,CC-NLR
A0A843XFR7,Community1,CC-NLR
A0A6P6X3A4,Community1,CC-NLR
A0A068UVR5,Community1,CC-NLR
A0A068VMG7,Community1,CC-NLR
A0A061F8T8,Community1,CC-NLR
A0A5D2EU78,Community1,CC-NLR
A0A6P6XDM3,Community1,CC-NLR
F6HCD0,Community1,CC-NLR
A0A1R3IG60,Community1,CC-NLR
Q6RX42,Community1,CC-NLR
A0A5S9XIB7,Community1,CC-NLR
A0A2C9U3D0,Community1,CC-NLR
A0A3B6N2W0,Community1,CC-NLR
Q943S7,Community1,CC-NLR
I1NMT7,Community1,CC-NLR
A0A6P8DC40,Community1,CC-NLR
A0A6P9E152,Community1,CC-NLR
A0A2I4E6D1,Community1,CC-NLR
F6I146,Community1,CC-NLR
A0A6V7QB07,Community1,CC-NLR
A0A199UH62,Community1,CC-NLR
A0A3B6PK84,Community1,CC-NLR
A0A6V7QC13,Community1,CC-NLR
A0A7I8J1S4,Community1,CC-NLR
A0A2P5FLK5,Community1,CC-NLR
F6I144,Community1,CC-NLR
R0I1H4,Community1,CC-NLR
A0A068V8M2,Community1,CC-NLR
A0A068VB53,Community1,CC-NLR
A0A068VFU2,Community1,CC-NLR
A0A3B5Y494,Community1,CC-NLR
A0A3B6PU62,Community1,CC-NLR
A0A438H9I8,Community1,CC-NLR
A0A6P6TPP5,Community1,CC-NLR
A0A6P6X8Q8,Community1,CC-NLR
A0A7I8KRV7,Community1,CC-NLR
A0A7I8KT58,Community1,CC-NLR
A0A7I8KSM0,Community1,CC-NLR
A0A7I8LCV2,Community1,CC-NLR
A0A7J6FWV5,Community1,CC-NLR
A0A7J8T1D8,Community1,CC-NLR
A0A5J5NK99,Community1,CC-NLR
A0A834YRC0,Community1,CC-NLR
B9FZV2,Community1,CC-NLR
Q6Z635,Community1,CC-NLR
F6I1F8,Community1,CC-NLR
A0A7J6HWM9,Community1,CC-NLR
A0A7J7G2Z3,Community1,CC-NLR
A0A7J7GZ96,Community1,CC-NLR
A0A7J7GZD6,Community1,CC-NLR
A0A0A9AJU9,Community1,CC-NLR
A0A166IAH0,Community1,CC-NLR
A0A314UUW8,Community1,CC-NLR
A0A835EMH0,Community1,CC-NLR
A0A7J7H357,Community1,CC-NLR
A0A7J9EA55,Community1,CC-NLR
A0A834YTQ5,Community1,CC-NLR
A0A834YZZ4,Community1,CC-NLR
A0A022RH86,Community1,CC-NLR
A0A067L553,Community1,CC-NLR
A0A314UWM1,Community1,CC-NLR
A0A6I9QD02,Community1,CC-NLR
A0A7N2L3N7,Community1,CC-NLR
A0A835A6S4,Community1,CC-NLR
B8BGG1,Community1,CC-NLR
M5XIX9,Community1,CC-NLR
A0A834ZSI9,Community1,CC-NLR
C7SMA7,Community1,CC-NLR
I1R593,Community1,CC-NLR
A0A0D3HSY1,Community1,CC-NLR
A0A0E0RFI9,Community1,CC-NLR
A0A1U8MCU7,Community1,CC-NLR
A0A251PKW8,Community1,CC-NLR
A0A2P5Y9M2,Community1,CC-NLR
A0A6P6TSP4,Community1,CC-NLR
A0A5D2B395,Community1,CC-NLR
A0A5D2TF16,Community1,CC-NLR
A0A5J5AB69,Community1,CC-NLR
A0A6P6A8X2,Community1,CC-NLR
A0A7J8VRI5,Community1,CC-NLR
M1A821,Community1,CC-NLR
M1ATN9,Community1,CC-NLR
A0A438I9L5,Community1,CC-NLR
K3XDY1,Community1,CC-NLR
A0A4S4E409,Community1,CC-NLR
A0A2G2XDX0,Community1,CC-NLR
A0A834YXD7,Community1,CC-NLR
A0A068TSR4,Community1,CC-NLR
A0A2N9IFX1,Community1,CC-NLR
A0A843WDG2,Community1,CC-NLR
A0A6P4AE47,Community1,CC-NLR
M5X8I6,Community1,CC-NLR
A0A0E0BJ86,Community1,CC-NLR
A0A0E0F5X7,Community1,CC-NLR
A0A5J9UFS1,Community1,CC-NLR
A0A314UM67,Community1,CC-NLR
Q2L3E2,Community1,CC-NLR
A0A3B6RTD2,Community1,CC-NLR
V7AZM9,Community1,CC-NLR
A0A2K3MV51,Community1,CC-NLR
A0A0L9VA96,Community1,CC-NLR
A0A0R0LAY0,Community1,CC-NLR
A0A1S2YLM3,Community1,CC-NLR
A0A1S3VFX5,Community1,CC-NLR
A0A2K3NCR4,Community1,CC-NLR
A0A2Z6MIC5,Community1,CC-NLR
A0A2Z6N0M7,Community1,CC-NLR
A0A2Z6N0U0,Community1,CC-NLR
A0A2Z6NBZ8,Community1,CC-NLR
A0A396INJ6,Community1,CC-NLR
A0A396IRK2,Community1,CC-NLR
A0A3B6MPC9,Community1,CC-NLR
A0A445FQY9,Community1,CC-NLR
A0A445FQR7,Community1,CC-NLR
C6ZS21,Community1,CC-NLR
A0A445FUW0,Community1,CC-NLR
G7J216,Community1,CC-NLR
G7J217,Community1,CC-NLR
G7J226,Community1,CC-NLR
G7J227,Community1,CC-NLR
G7J231,Community1,CC-NLR
G7J234,Community1,CC-NLR
V7BNE1,Community1,CC-NLR
A0A2N9HQU2,Community1,CC-NLR
A0A2P5Y1Z7,Community1,CC-NLR
A0A6P5EU16,Community1,CC-NLR
A0A2N9HWM8,Community1,CC-NLR
A0A072VY01,Community1,CC-NLR
A0A2G5C824,Community1,CC-NLR
A0A2K3PJB5,Community1,CC-NLR
A0A4V3WK89,Community1,CC-NLR
A0A6P5RRW3,Community1,CC-NLR
A0A6P5TLL4,Community1,CC-NLR
A0A251NT42,Community1,CC-NLR
A0A251NUP3,Community1,CC-NLR
A0A5E4F038,Community1,CC-NLR
A0A251NT89,Community1,CC-NLR
A0A314U7H6,Community1,CC-NLR
A0A6P9E8P1,Community1,CC-NLR
A0A2T7EUS3,Community1,CC-NLR
A0A833Y536,Community1,CC-NLR
A0A7N2M9S4,Community1,CC-NLR
G7IW54,Community1,CC-NLR
W9R041,Community1,CC-NLR
A0A2N9I2V3,Community1,CC-NLR
A0A2P6SFC5,Community1,CC-NLR
U5FRI6,Community1,CC-NLR
A0A061FTC8,Community1,CC-NLR
A0A199V739,Community1,CC-NLR
A0A2G5C1A8,Community1,CC-NLR
A0A2G5CZA3,Community1,CC-NLR
A0A7N2LVG4,Community1,CC-NLR
N1R2G6,Community1,CC-NLR
A0A2Z6MQ31,Community1,CC-NLR
A0A072UUP1,Community1,CC-NLR
A0A6P6AIM3,Community1,CC-NLR
A0A0R0KEC7,Community1,CC-NLR
A0A2U1NA70,Community1,CC-NLR
A0A438IAF4,Community1,CC-NLR
A0A396ISP8,Community1,CC-NLR
A0A438J6J6,Community1,CC-NLR
A0A6P4AFV8,Community1,CC-NLR
A0A6P6FUH3,Community1,CC-NLR
A0A6P5MV59,Community1,CC-NLR
A0A6P6WZ75,Community1,CC-NLR
A0A068TXD4,Community1,CC-NLR
A0A6P6WZI1,Community1,CC-NLR
A0A175YJR9,Community1,CC-NLR
A0A811QDW4,Community1,CC-NLR
A0A251QT05,Community1,CC-NLR
A0A2P6QVD3,Community1,CC-NLR
A0A251U0S6,Community1,CC-NLR
A0A2P6Q6S4,Community1,CC-NLR
A0A5E4F1V7,Community1,CC-NLR
Q19PK7,Community1,CC-NLR
W1NN37,Community1,CC-NLR
A0A2P6QYG1,Community1,CC-NLR
M5XQ86,Community1,CC-NLR
A0A067F1H5,Community1,CC-NLR
A0A200PUC6,Community1,CC-NLR
A0A251QSL7,Community1,CC-NLR
A0A2I4HS66,Community1,CC-NLR
A0A6P5S0A9,Community1,CC-NLR
A0A6P5S1R8,Community1,CC-NLR
A0A6P5TPK8,Community1,CC-NLR
M5Y7Q1,Community1,CC-NLR
W9QTB3,Community1,CC-NLR
A0A6N2BLS1,Community1,CC-NLR
A0A2G2XDP6,Community1,CC-NLR
A0A161ZR03,Community1,CC-NLR
A0A1S3ZAK7,Community1,CC-NLR
A0A2G2X0N5,Community1,CC-NLR
A0A2G2ZGU4,Community1,CC-NLR
A0A3Q7FYL5,Community1,CC-NLR
A0A6N2BVG5,Community1,CC-NLR
A0A3B6I3G6,Community1,CC-NLR
E0Y3V4,Community1,CC-NLR
E0Y3W2,Community1,CC-NLR
A0A1S4B229,Community1,CC-NLR
A0A2G2X908,Community1,CC-NLR
A0A175YRX2,Community1,CC-NLR
A0A5D2EHB3,Community1,CC-NLR
A0A1D6MSI2,Community1,CC-NLR
A0A1U8L4W8,Community1,CC-NLR
A0A5J5TNE1,Community1,CC-NLR
A0A6P5T830,Community1,CC-NLR
A0A7J7CA40,Community1,CC-NLR
B7F9W6,Community1,CC-NLR
E0Y3W5,Community1,CC-NLR
M1C4T6,Community1,CC-NLR
K4Q0F5,Community1,CC-NLR
A0A0E0AJP6,Community1,CC-NLR
A0A1B6QE86,Community1,CC-NLR
A0A822YJ53,Community1,CC-NLR
A0A6P6X461,Community1,CC-NLR
A0A6P6X312,Community1,CC-NLR
A0A6P6X2W4,Community1,CC-NLR
A0A6P6X647,Community1,CC-NLR
R7VZY4,Community1,CC-NLR
A0A068UTY3,Community1,CC-NLR
A0A453QK40,Community1,CC-NLR
A0A6A6N3N5,Community1,CC-NLR
B9SDB4,Community1,CC-NLR
M7ZMD7,Community1,CC-NLR
A0A3B6RSZ7,Community1,CC-NLR
A0A0D9WM88,Community1,CC-NLR
M7ZI68,Community1,CC-NLR
A0A6A2XXY3,Community1,CC-NLR
A0A822ZHM8,Community1,CC-NLR
A0A1U8AUT5,Community1,CC-NLR
A0A2C9V658,Community1,CC-NLR
A0A453A1S4,Community1,CC-NLR
A0A6I9SF87,Community1,CC-NLR
A0A822Z069,Community1,CC-NLR
A0A830B3L6,Community1,CC-NLR
A0A2N9FX34,Community1,CC-NLR
A0A2Z7BY49,Community1,CC-NLR
A0A6P6SCC8,Community1,CC-NLR
A0A6P6T9N1,Community1,CC-NLR
A0A3B5YR98,Community1,CC-NLR
A0A3N7G0R9,Community1,CC-NLR
A0A484LY96,Community1,CC-NLR
A0A830CUC2,Community1,CC-NLR
A0A830BWE7,Community1,CC-NLR
A0A2G2XSH6,Community1,CC-NLR
M1A918,Community1,CC-NLR
A0A7J7GF38,Community1,CC-NLR
A0A022Q1Y5,Community1,CC-NLR
A0A022Q3Q6,Community1,CC-NLR
A0A022Q1C1,Community1,CC-NLR
A0A022Q8J0,Community1,CC-NLR
A0A022PTA7,Community1,CC-NLR
A0A022Q5N2,Community1,CC-NLR
A0A022Q3P6,Community1,CC-NLR
A0A022QQH1,Community1,CC-NLR
A0A022RD41,Community1,CC-NLR
A0A2G9HAC8,Community1,CC-NLR
A0A5A7QDC1,Community1,CC-NLR
A0A5A7QT35,Community1,CC-NLR
A0A5A7RAB4,Community1,CC-NLR
A0A022Q184,Community1,CC-NLR
A0A022Q1Z5,Community1,CC-NLR
A0A022Q5L6,Community1,CC-NLR
A0A022QAQ9,Community1,CC-NLR
A0A2G9HR56,Community1,CC-NLR
A0A2Z7ASL0,Community1,CC-NLR
A0A5A7QHZ7,Community1,CC-NLR
A0A5A7QTF5,Community1,CC-NLR
A0A5A7R7V9,Community1,CC-NLR
A0A6I9SM49,Community1,CC-NLR
A0A6I9SR11,Community1,CC-NLR
A0A830C1X0,Community1,CC-NLR
A0A830CWR5,Community1,CC-NLR
A0A830CZQ6,Community1,CC-NLR
A0A830D2U1,Community1,CC-NLR
A0A830D8P7,Community1,CC-NLR
A0A890CMG3,Community1,CC-NLR
A0A068UBB5,Community1,CC-NLR
A0A022Q852,Community1,CC-NLR
A0A6P6V7U6,Community1,CC-NLR
A0A5A7R7P2,Community1,CC-NLR
A0A5A7Q697,Community1,CC-NLR
A0A1S3YWC8,Community1,CC-NLR
A0A1U7X3M2,Community1,CC-NLR
A0A1U8DYL6,Community1,CC-NLR
A0A2G2VHG3,Community1,CC-NLR
A0A2G2V410,Community1,CC-NLR
A0A2G2WHE9,Community1,CC-NLR
A0A2G2X2E4,Community1,CC-NLR
A0A2G2X3J1,Community1,CC-NLR
A0A2G2X3Y7,Community1,CC-NLR
A0A2G2X484,Community1,CC-NLR
A0A2G2X539,Community1,CC-NLR
A0A2G2YVA4,Community1,CC-NLR
A0A2G2YZT2,Community1,CC-NLR
A0A2G2ZQ28,Community1,CC-NLR
A0A3Q7JBS3,Community1,CC-NLR
A0A6N2AME2,Community1,CC-NLR
A0A893A307,Community1,CC-NLR
M0ZPC5,Community1,CC-NLR
M1CZW7,Community1,CC-NLR
Q9SNW0,Community1,CC-NLR
A0A2G2WEV7,Community1,CC-NLR
A0A2G2X4A6,Community1,CC-NLR
A0A1S3XVS2,Community1,CC-NLR
A0A1S4A666,Community1,CC-NLR
A0A2G2XR66,Community1,CC-NLR
A0A2G2YWD8,Community1,CC-NLR
A0A2G2YZF3,Community1,CC-NLR
A0A1J6I962,Community1,CC-NLR
A0A1J6I9C0,Community1,CC-NLR
A0A2G9I008,Community1,CC-NLR
A0A5A7RB31,Community1,CC-NLR
A0A022R595,Community1,CC-NLR
A0A5A7QDK3,Community1,CC-NLR
A0A5A7QHG1,Community1,CC-NLR
A0A5A7R6W9,Community1,CC-NLR
A0A5A7R7Z3,Community1,CC-NLR
A0A5A7RAX8,Community1,CC-NLR
A0A7J0DKD9,Community1,CC-NLR
A0A830BYI1,Community1,CC-NLR
A0A830C2D3,Community1,CC-NLR
A0A830CZI5,Community1,CC-NLR
A0A022Q218,Community1,CC-NLR
A0A5A7P7J7,Community1,CC-NLR
A0A5A7Q9M4,Community1,CC-NLR
A0A5A7QHB4,Community1,CC-NLR
A0A5A7QLR1,Community1,CC-NLR
A0A5A7QT50,Community1,CC-NLR
A0A5A7R7Q2,Community1,CC-NLR
A0A5A7R704,Community1,CC-NLR
A0A5A7R7D6,Community1,CC-NLR
A0A5A7R7I0,Community1,CC-NLR
M1BQW9,Community1,CC-NLR
M1BQX0,Community1,CC-NLR
M1BQY0,Community1,CC-NLR
A0A6I9SPM6,Community1,CC-NLR
A0A830BWQ9,Community1,CC-NLR
K4DC34,Community1,CC-NLR
A0A5K0UY24,Community1,CC-NLR
M1ALF0,Community1,CC-NLR
A0A5A7R8D0,Community1,CC-NLR
A0A5A7QM40,Community1,CC-NLR
A0A022QB47,Community1,CC-NLR
A0A830B7N4,Community1,CC-NLR
A0A830D3D8,Community1,CC-NLR
A0A830C1Y4,Community1,CC-NLR
A0A2U1KQ24,Community1,CC-NLR
A0A022RPU3,Community1,CC-NLR
J3N7B5,Community1,CC-NLR
A0A6G1FAC6,Community1,CC-NLR
F2DB93,Community1,CC-NLR
M8ATU3,Community1,CC-NLR
F2DT64,Community1,CC-NLR
A0A068VL67,Community1,CC-NLR
A0A0D3FM72,Community1,CC-NLR
A0A0D3HP56,Community1,CC-NLR
A0A0D3HP87,Community1,CC-NLR
A0A0D9ZBB8,Community1,CC-NLR
A0A0E0GRJ6,Community1,CC-NLR
A0A0E0J4I6,Community1,CC-NLR
A0A0E0RB50,Community1,CC-NLR
A0A0E0RB53,Community1,CC-NLR
A0A3L6S856,Community1,CC-NLR
A0A0P0VKB4,Community1,CC-NLR
A0A0D9WY83,Community1,CC-NLR
A0A067XSL3,Community1,CC-NLR
A0A843U2D6,Community1,CC-NLR
A0A1E5URG8,Community1,CC-NLR
A0A0Q3IUN2,Community1,CC-NLR
A0A3B6GK92,Community1,CC-NLR
A0A0Q3NMN8,Community1,CC-NLR
A0A1B6PTJ3,Community1,CC-NLR
A0A1E5UXH1,Community1,CC-NLR
A0A287JYX6,Community1,CC-NLR
A0A287SAW5,Community1,CC-NLR
A0A368S501,Community1,CC-NLR
A0A4U6THM4,Community1,CC-NLR
K3ZH76,Community1,CC-NLR
A0A3B6N2Y9,Community1,CC-NLR
A0A3B6PSS8,Community1,CC-NLR
K3ZH12,Community1,CC-NLR
K3ZH67,Community1,CC-NLR
A0A3B6D8V7,Community1,CC-NLR
A0A0U2KB38,Community1,CC-NLR
A0A3B6EFZ2,Community1,CC-NLR
A0A3B6FJ17,Community1,CC-NLR
A0A3B6FFY6,Community1,CC-NLR
A0A453DSQ7,Community1,CC-NLR
A0A3B6PVJ6,Community1,CC-NLR
A0A3B6KTT8,Community1,CC-NLR
A0A3B6RK54,Community1,CC-NLR
A0A3B6SHA6,Community1,CC-NLR
A0A3B6TY40,Community1,CC-NLR
A0A3L6PNL5,Community1,CC-NLR
A0A3B6FYG4,Community1,CC-NLR
C5YQA2,Community1,CC-NLR
A0A453GSP9,Community1,CC-NLR
A0A453LS29,Community1,CC-NLR
A0A4U6SZM0,Community1,CC-NLR
A0A3B6LUC1,Community1,CC-NLR
A0A4U6THT9,Community1,CC-NLR
A0A4U6U9C4,Community1,CC-NLR
A0A811Q284,Community1,CC-NLR
A0A3B6FEJ3,Community1,CC-NLR
A0A811QCD8,Community1,CC-NLR
B8BLG1,Community1,CC-NLR
B9SQ65,Community1,CC-NLR
A0A4V3WJ02,Community1,CC-NLR
C5X580,Community1,CC-NLR
J3NCD9,Community1,CC-NLR
M8C9J8,Community1,CC-NLR
M8BM96,Community1,CC-NLR
R7W1R0,Community1,CC-NLR
A0A1B6PFW1,Community1,CC-NLR
A0A3B6G278,Community1,CC-NLR
F2E1F0,Community1,CC-NLR
A0A287GXI4,Community1,CC-NLR
A0A3B6BXF6,Community1,CC-NLR
A0A453SXG9,Community1,CC-NLR
A0A1D5Z7J5,Community1,CC-NLR
A0A2T8I953,Community1,CC-NLR
A0A3B6PFP6,Community1,CC-NLR
A0A3B6RQF0,Community1,CC-NLR
A0A3B6LSX1,Community1,CC-NLR
A0A3B6TXC1,Community1,CC-NLR
A0A453SX15,Community1,CC-NLR
A0A3B6RT74,Community1,CC-NLR
A0A679BB80,Community1,CC-NLR
M8CT59,Community1,CC-NLR
R7W022,Community1,CC-NLR
A0A811SPZ7,Community1,CC-NLR
A0A811SPH6,Community1,CC-NLR
J3M865,Community1,CC-NLR
F2EEJ2,Community1,CC-NLR
A0A816XCP4,Community1,CC-NLR
A0A2G2YCG4,Community1,CC-NLR
A0A816XAB0,Community1,CC-NLR
A0A843TZX7,Community1,CC-NLR
D7KXW6,Community1,CC-NLR
A0A0D3AXW5,Community1,CC-NLR
A0A1J3G8R5,Community1,CC-NLR
A0A398AA80,Community1,CC-NLR
A0A4S8KGN3,Community1,CC-NLR
D1GEE1,Community1,CC-NLR
A0A0D3BDM5,Community1,CC-NLR
A0A5B7BUI5,Community1,CC-NLR
A0A6J0JWR5,Community1,CC-NLR
D7MX68,Community1,CC-NLR
A0A2N9H2N7,Community1,CC-NLR
A0A816W515,Community1,CC-NLR
D7KQ36,Community1,CC-NLR
Q6XWA1,Community1,CC-NLR
R0GDB7,Community1,CC-NLR
A0A2Z6P4N8,Community1,CC-NLR
A0A1R3IXY3,Community1,CC-NLR
A0A1U8Q8B8,Community1,CC-NLR
A0A2Z6NBU7,Community1,CC-NLR
A0A396IPM7,Community1,CC-NLR
A0A396JQH9,Community1,CC-NLR
A0A3B6RQE4,Community1,CC-NLR
A0A3S3MJY8,Community1,CC-NLR
A0A3S4N8I7,Community1,CC-NLR
A0A443P2F2,Community1,CC-NLR
A0A445EWN8,Community1,CC-NLR
A0A453AD43,Community1,CC-NLR
A0A6P4BLW7,Community1,CC-NLR
A0A7J6E287,Community1,CC-NLR
A0A7N2M937,Community1,CC-NLR
A0A803L5T5,Community1,CC-NLR
A0A4Y7IE03,Community1,CC-NLR
W0M152,Community1,CC-NLR
A0A803L5T6,Community1,CC-NLR
A0A803QB51,Community1,CC-NLR
W9RPF3,Community1,CC-NLR
A0A6V7QYZ2,Community1,CC-NLR
A0A6J1AN88,Community1,CC-NLR
A0A0D3FU30,Community1,CC-NLR
A0A0D3G4K1,Community1,CC-NLR
A0A0D3GF62,Community1,CC-NLR
A0A0D9XD03,Community1,CC-NLR
A0A0D9ZIV8,Community1,CC-NLR
A0A0D9ZVS5,Community1,CC-NLR
A0A0E0GIJ3,Community1,CC-NLR
A0A0E0HNU7,Community1,CC-NLR
A0A0E0IID6,Community1,CC-NLR
A0A0E0PJ16,Community1,CC-NLR
A0A0E0PW76,Community1,CC-NLR
A0A0E0QQF8,Community1,CC-NLR
A0A0P0W8L5,Community1,CC-NLR
A0A0U2S1F4,Community1,CC-NLR
A0A199VVI9,Community1,CC-NLR
A0A1D5URJ4,Community1,CC-NLR
A0A1E5US84,Community1,CC-NLR
A0A287ITM3,Community1,CC-NLR
A0A2K2CT37,Community1,CC-NLR
A0A0Q3EVJ8,Community1,CC-NLR
A0A2T7DM73,Community1,CC-NLR
A0A368S338,Community1,CC-NLR
A0A368PJQ0,Community1,CC-NLR
A0A3L6RFY0,Community1,CC-NLR
A0A4U6W6F8,Community1,CC-NLR
K3Z0I0,Community1,CC-NLR
A0A3B6C9K3,Community1,CC-NLR
A0A3B6LXU0,Community1,CC-NLR
A0A3B6B655,Community1,CC-NLR
A0A540N2D2,Community1,CC-NLR
A0A7N0TVC6,Community1,CC-NLR
A0A3L6R4E3,Community1,CC-NLR
I1PK27,Community1,CC-NLR
A0A0U2QI30,Community1,CC-NLR
Q7XW03,Community1,CC-NLR
A0A444XCT4,Community1,CC-NLR
A0A445EIH6,Community1,CC-NLR
A0A2G9H1A7,Community1,CC-NLR
A0A2P6SDJ8,Community1,CC-NLR
A0A444XET0,Community1,CC-NLR
A0A2C9UNL7,Community1,CC-NLR
A0A314L968,Community1,CC-NLR
A0A804LB50,Community1,CC-NLR
A0A438D3D9,Community1,CC-NLR
A0A2P5VT09,Community1,CC-NLR
A0A6A1VIQ9,Community1,CC-NLR
A0A6J1J8G0,Community1,CC-NLR
A0A6J1J8F4,Community1,CC-NLR
A0A444XCV3,Community1,CC-NLR
A0A445E598,Community1,CC-NLR
A0A368RPV2,Community1,CC-NLR
A0A445E815,Community1,CC-NLR
A0A2P5ATB3,Community1,CC-NLR
A0A444XDK8,Community1,CC-NLR
A0A444XCY3,Community1,CC-NLR
A0A445BPN6,Community1,CC-NLR
A0A445E7G6,Community1,CC-NLR
A0A445E7Q0,Community1,CC-NLR
A0A445E828,Community1,CC-NLR
A0A6B9V5P5,Community1,CC-NLR
A0A445E851,Community1,CC-NLR
A0A6B9V525,Community1,CC-NLR
A0A445E7R8,Community1,CC-NLR
A0A5D2ZC46,Community1,CC-NLR
V7AJ79,Community1,CC-NLR
A0A0B2SPV2,Community1,CC-NLR
A0A0L9V594,Community1,CC-NLR
A0A0S3SAF2,Community1,CC-NLR
A0A1S3TDG2,Community1,CC-NLR
F6HHY1,Community1,CC-NLR
V7AJ42,Community1,CC-NLR
V7AJ48,Community1,CC-NLR
V7AJ76,Community1,CC-NLR
V7AJZ8,Community1,CC-NLR
V7AK48,Community1,CC-NLR
V7AL84,Community1,CC-NLR
V7BDI9,Community1,CC-NLR
A0A5E4GHV3,Community1,CC-NLR
A0A4Y1QXY2,Community1,CC-NLR
A0A060IBE1,Community1,CC-NLR
A0A072VGN8,Community1,CC-NLR
A0A0D2PDA1,Community1,CC-NLR
